Registration Number,International Designator,Object Name,Country of Origin,Date of Launch,Function,Status,Registration Document,UN Registered,GSO Location,Date of Decay or Change,Secretariat Remarks,External Website,Launch Vehicle,Place of Launch,Apogee (km),Perigee (km),Inclination (degrees),Period (minutes),NORAD_CAT_ID,SATCAT_OBJECT_TYPE,SATCAT_OPS_STATUS,SATCAT_RCS,SATCAT_DECAY_DATE
RA1,1996-050A,,Argentina,1996-08-29,"Experimental platform capable of tracking and sending images of the national territory and of receiving, storing and retransmitting messages between low-cost ground stations (PC type).",decayed,/osoindex/data/documents/ar/st/stsgser.e317.html,T,------,1999-11-12,Mentioned by Russian Federation in ST/SG/SER.E/320.,,,,180.0,148.0,62.74,87.77,24291,PAY,D,0.3655,1999-11-12
2992,1996-050C,(INTERBALL 2),Russian Federation,1996-08-29,Study of processes in the plasma of the Earth's geomagnetic field in the context of the Interball international programme for research on the nature and mechanism of solar-terrestrial interactions,in orbit,/osoindex/data/documents/ru/st/stsgser.e320.html,T,------,,------,http://www.iki.rssi.ru/auroral/aphome.htm,,,19149.0,822.0,62.67,347.21,24293,PAY,,12.1678,
2005/48,1996-048A,,China,1996-08-18,Communication satellite,in orbit,/osoindex/data/documents/cn/st/stsgser.e475.html,T,------,,Reported as not achieving planned orbit in ST/SG/SER.E/475,http://www.hsc.com/factsheets/376/chinasat_7/chinasat_7.html,,,48314.0,19858.0,16.68,1350.11,24282,PAY,-,0.7943,
2991,1996-047A,,Russian Federation,1996-08-17,"Transport to the Mir manned orbital station of international crew consisting of the cosmonauts Valery Korzun, Aleksandr Kaleri and Claudie Andr?-Deshays (research scientist for the French National Centre for Space Studies)",recovered,/osoindex/data/documents/ru/st/stsgser.e320.html,T,------,1997-03-02,------,,,,394.0,378.0,51.65,92.27,24280,PAY,D,5.0,1997-03-02
2990,1996-045A,,Russian Federation,1996-08-15,Operation of the long-range telephone and telegraph radio communications system and transmission of television programmes to points on the Orbita network,decayed,/osoindex/data/documents/ru/st/stsgser.e320.html,T,------,2012-04-07,Date of launch is 14/08/1996 using Greenwich Mean Time (GMT).,,,,373.0,70.0,62.5,88.93,24273,PAY,D,13.2325,2012-04-07
2989,1996-043A,,Russian Federation,1996-08-01,Delivery to the Mir manned orbital station of consumables and various cargoes,deorbited,/osoindex/data/documents/ru/st/stsgser.e320.html,T,------,1996-11-21,Date of launch is 31/07/1996 using Greenwich Mean Time (GMT).,,,,390.0,371.0,51.65,92.16,24071,PAY,D,12.8991,1996-11-21
2988,1996-034A,,Russian Federation,1996-05-25,Operation of telephone and telegraph radio communications system and transmission of television and radio programmes,in GSO,/osoindex/data/documents/ru/st/stsgser.e320.html,T,"+53, +52.8 degrees East",,------,,,,35839.0,35772.0,14.4,1437.06,23880,PAY,-,15.8489,
2987,1996-028A,,Russian Federation,1996-05-05,Delivery to the Mir manned orbital station of consumables and various cargoes,deorbited,/osoindex/data/documents/ru/st/stsgser.e320.html,T,------,1996-08-01,------,,,,390.0,376.0,51.65,92.21,23860,PAY,D,14.4307,1996-08-01
2986,1996-025A,,Russian Federation,1996-04-24,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e320.html,T,------,2005-01-28,------,,,,150.0,124.0,82.88,87.22,23853,PAY,D,2.9989,2005-01-28
2985,1996-023A,,Russian Federation,1996-04-23,"The Priroda module is intended for the performance of research and experiments by the crew of the Mir orbital station, partly under the programme of cooperation between Russia and the United States of America",deorbited,/osoindex/data/documents/ru/st/stsgser.e320.html,T,------,2001-03-23,Information on deorbit provided by the Russian Federation in A/AC.105/759 and Addenda.,,,,215.0,151.0,51.64,88.15,23848,PAY,D,35.4984,2001-03-23
2984,1996-016A,,Russian Federation,1996-03-14,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,recovered,/osoindex/data/documents/ru/st/stsgser.e313.html,T,------,1996-06-11,------,,,,291.0,159.0,67.12,89.0,23818,PAY,D,30.6129,1996-06-11
2983,1996-011A,,Russian Federation,1996-02-21,Transport to the Mir manned orbital station of a crew consisting of the cosmonauts Y.I. Onufrienko and Y.V. Usachev,recovered,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,1996-09-02,------,,,,390.0,375.0,51.65,92.2,23798,PAY,D,11.75,1996-09-03
2980,1996-009E,,Russian Federation,1996-02-19,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,,------,,,,1424.0,1408.0,82.57,114.13,23791,PAY,-,1.0366,
2982,1996-010A,,Russian Federation,1996-02-19,The Raduga communications satellite failed to reach the planned orbit,decayed,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,2004-05-06,------,,,,422.0,84.0,47.72,89.57,23794,PAY,D,15.1552,2004-05-06
2979,1996-009D,,Russian Federation,1996-02-19,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,,------,,,,1419.0,1405.0,82.58,114.05,23790,PAY,-,1.052,
2978,1996-009C,,Russian Federation,1996-02-19,This satellite from the Gonets series is designed to operate as part of the new low-orbit satellite communications system being set up under Russia's Federal Space Programme,in orbit,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,,------,,,,1417.0,1407.0,82.58,114.04,23789,PAY,-,0.9259,
2976,1996-009A,,Russian Federation,1996-02-19,This satellite from the Gonets series is designed to operate as part of the new low-orbit satellite communications system being set up under Russia's Federal Space Programme,in orbit,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,,------,,,,1416.0,1396.0,82.58,113.91,23787,PAY,-,0.9283,
2977,1996-009B,,Russian Federation,1996-02-19,This satellite from the Gonets series is designed to operate as part of the new low-orbit satellite communications system being set up under Russia's Federal Space Programme,in orbit,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,,------,,,,1416.0,1403.0,82.57,114.0,23788,PAY,-,0.9238,
2981,1996-009F,,Russian Federation,1996-02-19,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,,------,,,,1429.0,1409.0,82.58,114.2,23792,PAY,-,0.9794,
1996-007A,1996-007A,N-STAR B,Japan,1996-02-05,Domestic telecommunications,in disposal/graveyard orbit,/osoindex/data/documents/jp/st/stsgser.e308.html,T,+136 degrees East,,"State of registry notes in ST/SG/SER.E/1240 that space object was no longer functional as of 2007-05-31  and that the ""satellite achieved disposal altitude of 272km above geostationary orbit and all satellite systems shutdown.
Fuel Deplete operation has been done normally. Battery charge terminate operation has been done normally.""
",http://www.iijnet.or.jp/JSAT/e_sate/index2.html,,,36128.0,36017.0,12.52,1450.73,23781,PAY,-,13.6014,
2975,1996-005A,,Russian Federation,1996-01-25,Operation of telephone and telegraph radio-communications system and transmission of television programmes,in GSO,/osoindex/data/documents/ru/st/stsgser.e307.html,T,+40 degrees East,,------,,,,35990.0,35798.0,14.42,1441.57,23775,PAY,-,12.5892,
2974,1996-004A,,Russian Federation,1996-01-16,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,,------,,,,1019.0,946.0,82.98,104.75,23773,PAY,,2.1905,
2973,1995-071A,,Russian Federation,1995-12-20,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,1997-11-08,------,,,,147.0,128.0,64.97,87.23,23748,PAY,D,25.9905,1997-11-08
2972,1995-070A,,Russian Federation,1995-12-18,Delivery to the Mir manned orbital station of consumables and various cargoes,deorbited,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,1996-02-22,------,,,,409.0,391.0,51.65,92.56,23744,PAY,D,18.96,1996-02-22
2971,1995-068C,,Russian Federation,1995-12-14,Operation as part of the GLONASS space navigation system.,in orbit,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,,RF global positioning system.,http://www.rssi.ru/SFCSIC/english.html,,,19153.0,19107.0,65.46,675.73,23736,PAY,-,3.5853,
2970,1995-068B,,Russian Federation,1995-12-14,Operation as part of the GLONASS space navigation system.,in orbit,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,,RF global positioning system. <B>Operational</B> as of 12/02/2001.,http://www.rssi.ru/SFCSIC/english.html,,,19143.0,19117.0,65.47,675.73,23735,PAY,-,3.5477,
2969,1995-068A,,Russian Federation,1995-12-14,Operation as part of the GLONASS space navigation system.,in orbit,/osoindex/data/documents/ru/st/stsgser.e307.html,T,------,,RF global positioning system.,,,,19180.0,19079.0,65.47,675.73,23734,PAY,-,4.3294,
ESA/95/3,1995-065A,,ESA,1995-12-02,"SOHO is a scientific satellite with an orbit around the L1 libration point, about 1.4Mkm from the Earth, in the direction of the Sun on the Earth-Sun line. It forms part of a major international effort for the study of solar-terrestrial physics.",in Sun L1,/osoindex/data/documents/esa/st/stsgser.e303.html,T,------,,------,http://sci.esa.int/soho/,,,,,,,23726,PAY,+,,
ESA/95/2,1995-062A,,ESA,1995-11-17,The Infrared Space Observatory (ISO) is a scientific satellite for the exploration of infra-red astronomy in the wave length range of about 1 - 200 micrometers,in orbit,/osoindex/data/documents/esa/st/stsgser.e303.html,T,------,,------,http://www.iso.vilspa.esa.es/users/expl_lib/ISO_top.html,,,70180.0,364.0,3.63,1409.9,23715,PAY,-,4.1623,
2968,1995-063A,,Russian Federation,1995-11-17,"The space object is designed to relay television programmes in the centimetre wavelength range to small receivers operated for professional, group or individual purposes",in GSO,/osoindex/data/documents/ru/st/stsgser.e307.html,T,"+ 70.9, +35, + 36.5 degrees East",,------,,,,35931.0,35863.0,14.43,1441.76,23717,PAY,-,10.0,
2967,1995-058A,,Russian Federation,1995-10-31,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e313.html,T,------,,------,,,,852.0,841.0,70.99,101.85,23704,PAY,,14.1314,
2966,1995-054A,,Russian Federation,1995-10-11,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation and for the national economy,in GSO,/osoindex/data/documents/ru/st/stsgser.e313.html,T,+77 degrees East,,------,,,,35813.0,35762.0,15.01,1436.13,23680,PAY,,4.06,
2965,1995-053A,,Russian Federation,1995-10-08,Delivery to the Mir manned orbital station of consumables and various cargoes.,deorbited,/osoindex/data/documents/ru/st/stsgser.e313.html,T,------,1995-12-19,------,,,,400.0,391.0,51.64,92.47,23678,PAY,D,19.5504,1995-12-19
2964,1995-052A,,Russian Federation,1995-10-06,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e313.html,T,------,1997-08-21,------,,,,130.0,128.0,82.89,87.07,23676,PAY,D,4.408,1997-08-21
2963,1995-051A,,Russian Federation,1995-09-29,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e313.html,T,------,1996-09-28,------,,,,259.0,223.0,64.9,89.32,23674,PAY,D,24.1977,1996-09-28
2962,1995-050A,,Russian Federation,1995-09-26,Investigation of the natural resources of the Earth for the various branches of the national economy and the undertaking of assignments in the field of ecology and international cooperation,recovered,/osoindex/data/documents/ru/st/stsgser.e313.html,T,------,1995-10-26,------,,,,277.0,255.0,82.32,89.83,23672,PAY,D,29.45,1995-10-26
2961,1995-047A,,Russian Federation,1995-09-03,"Transport to the Mir manned orbital station of an international crew consisting of the cosmonauts Y. Gidzenko, S. Avdeev and T. Reiter (representative of ESA and citizen of Germany)",recovered,/osoindex/data/documents/ru/st/stsgser.e313.html,T,------,1996-02-29,------,,,,398.0,391.0,51.65,92.45,23665,PAY,D,16.2,1996-02-29
FASAT A,1995-046A,(FASAT-ALFA),Chile,1995-08-31,Experimental,in orbit,/osoindex/data/documents/cl/st/stsgser.e660.html,T,------,,"In ST/SG/SER.E/660 noted that ""No parameters are available, since the launch into orbit was unsuccessful and the satellite is currently coupled with the Ukrainian satellite Sich-1"".",,,,598.0,573.0,82.52,96.39,23657,PAY,,8.228,
2960,1995-045A,,Russian Federation,1995-08-30,Space object intended for carrying out assignments in the interests of the Ministry of Defence of the Russian Federation,in GSO,/osoindex/data/documents/ru/st/stsgser.e295.html,T,"+80.0, -13.5, -13.9 degrees East",,------,,,,35830.0,35760.0,14.38,1436.52,23653,PAY,-,4.995,
2959,1995-042A,,Russian Federation,1995-08-09,Operation of the long-range telephone and telegraph radio-communications system and transmission of television programmes to stations on the Orbita network and international co-operation,in orbit,/osoindex/data/documents/ru/st/stsgser.e295.html,T,------,,------,,,,37991.0,2125.0,64.96,712.95,23642,PAY,,13.19,
2958,1995-039A,INTERBALL,Russian Federation,1995-08-03,Conduct of long-term basic studies on processes in the geomagnetic tail of the Earth's magnetosphere under the ''Interball'' international project,decayed,/osoindex/data/documents/ru/st/stsgser.e295.html,T,------,2000-10-16,Date of launch is 02/08/1995 using Greenwich Mean Time (GMT).,http://www.iki.rssi.ru/history/prognoz.html,,,192440.0,269.0,65.02,5461.65,23632,PAY,D,0.5425,2000-10-16
2957,1995-037C,,Russian Federation,1995-07-24,Operation as part of the GLONASS space navigation system,in orbit,/osoindex/data/documents/ru/st/stsgser.e294.html,T,------,,RF global positioning system. Unusable as of 03/02/2001.,http://www.rssi.ru/SFCSIC/english.html,,,19173.0,19087.0,65.47,675.73,23622,PAY,-,3.4801,
2956,1995-037B,,Russian Federation,1995-07-24,Operation as part of the GLONASS space navigation system,in orbit,/osoindex/data/documents/ru/st/stsgser.e294.html,T,------,,RF global positioning system. <B>Operational</B> as of 11/01/2001.,http://www.rssi.ru/SFCSIC/english.html,,,19154.0,19106.0,65.48,675.73,23621,PAY,-,4.2209,
2955,1995-037A,,Russian Federation,1995-07-24,Operation as part of the GLONASS space navigation system,in orbit,/osoindex/data/documents/ru/st/stsgser.e294.html,T,------,,RF global positioning system.,,,,19163.0,19097.0,65.47,675.73,23620,PAY,-,3.2355,
2954,1995-036A,,Russian Federation,1995-07-20,Delivery to the Mir manned orbital station of consumables and various cargoes.,deorbited,/osoindex/data/documents/ru/st/stsgser.e294.html,T,------,1995-09-04,------,,,,398.0,393.0,51.65,92.47,23617,PAY,D,,1995-09-04
ESP 004,1995-033C,,Spain,1995-07-07,Scientific and communication satellite,in orbit,/osoindex/data/documents/es/st/stsgser.e296.html,T,------,,------,,,,620.0,611.0,98.28,97.02,23607,PAY,,0.2495,
1995-5C,1995-033B,,France,1995-07-07,Studies of space object techniques and technology,in orbit,/osoindex/data/documents/fr/st/stsgser.e445.html,T,------,,Originally registered in ST/SG/SER.E/331.,,,,484.0,475.0,98.33,94.2,23606,PAY,,0.669,
1995-5A,1995-033A,,France,1995-07-07,Studies of the techniques and technology of space objects,in orbit,/osoindex/data/documents/fr/st/stsgser.e445.html,T,------,,Originally registered in ST/SG/SER.E/321. Reported as operational as of 17 September 2007 in ST/SG/SER.E/521.,,,,561.0,545.0,98.22,95.71,23605,PAY,-,,
2953,1995-032A,,Russian Federation,1995-07-05,"Traffic control of ships at sea, determination of their position, transmission of various forms of operational information.",in orbit,/osoindex/data/documents/ru/st/stsgser.e294.html,T,------,,------,,,,1011.0,966.0,82.9,104.87,23603,PAY,,2.174,
2952,1995-031A,,Russian Federation,1995-06-28,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,recovered,/osoindex/data/documents/ru/st/stsgser.e292.html,T,------,1995-09-06,------,,,,316.0,175.0,67.12,89.41,23601,PAY,D,35.0695,1995-09-06
